asv	DRR095587	DRR095588	DRR095589	DRR095590	DRR095591	DRR095592	DRR095593	DRR095594	DRR095595	DRR095596	DRR095597	DRR095598	DRR095599	DRR095600	DRR095601	DRR095602	DRR095603	DRR095604	DRR095605	DRR095606	DRR095607	DRR095608	DRR095609	DRR095610	DRR095611	DRR095612	DRR095613	DRR095614	DRR095615	DRR095616	DRR095617	DRR095618	DRR095619	DRR095620	DRR095621	DRR095622	DRR095623	DRR095624	DRR095625	DRR095626	DRR095627	DRR095628	DRR095629	DRR095630	DRR095631	DRR095632	DRR095633	DRR095634	DRR095635	DRR095636	DRR095637	DRR095638	DRR095639	DRR095640	DRR095641	DRR095642	DRR095643	DRR095644	DRR095645	DRR095646	DRR095647	DRR095648	DRR095649	DRR095650	DRR095651	DRR095652	DRR095653	DRR095654	DRR095655	DRR095656	DRR095657	DRR095658	DRR095659	DRR095660	DRR095661	DRR095662	DRR095663	DRR095664	DRR095665	DRR095666	DRR095667	DRR095668	DRR095669	DRR095670	DRR095671	DRR095672	DRR095673	DRR095674	DRR095675	DRR095676	DRR095677	DRR095678	DRR095679	DRR095680	DRR095681	DRR095682	DRR095683	DRR095684	DRR095685	DRR095686	DRR095687	DRR095688	DRR095689	DRR095690	DRR095691	DRR095692	DRR095693	DRR095694	DRR095695	DRR095696	DRR095697	DRR095698	DRR095699	DRR095700	DRR095701	DRR095702	DRR095703	DRR095704	DRR095705	DRR095706
SV_41	0	36	0	0	0	0	0	0	47	38	0	0	0	0	0	0	30	16	12	25	0	34	0	0	38	0	452	0	43	31	18	29	26	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	27	0	0	0	60	0	0	0	0	100	0	59	10	0	0	30	0	0	0	0	0	0	19	0	0	0	0	18	0	0	0	0	0	27	0	0	0	0	9	0	0	0	0	0	11	0	0	0	0
SV_42	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	102	460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	70	0	0	0	0	0	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SV_43	0	0	0	57	0	0	43	0	0	0	0	19	54	0	0	0	0	29	0	34	0	0	0	43	0	60	24	0	0	0	0	82	0	0	0	19	0	0	0	0	64	0	0	0	0	0	0	28	28	0	46	0	0	0	0	0	0	90	0	0	0	128	0	88	46	64	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	29	0	80	0	0	35	27	0	0	0	0	0	0	0	59	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SV_44	105	0	0	0	0	0	0	0	0	0	0	0	0	126	126	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	57	0	30	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0
SV_45	0	0	0	0	42	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	30	55	0	0	0	0	0	0	0	0	0	36	0	0	57	0	0	0	0	71	0	30	0	256	0	0	215	0	0	0	42	0	12	33	0	0	41	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	25	0	0	0	0	0	0	39	0	0	17	0	0	0	21	0	36	0	0	0	0	0	10	0
SV_46	349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SV_47	0	187	0	0	9	17	0	0	0	0	0	0	136	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	20	39	0	0	0	19	0	0	0	78	0	0	0	0	0	0	0	0	166	0	0	0	0	241	0	0	0	0	0	0	0	0	0	58	41	0	0	0	83	0	0	0	0	0
SV_48	0	0	0	0	0	0	0	0	34	0	0	104	0	0	0	0	0	80	0	0	0	0	0	0	21	0	0	0	0	38	0	0	0	0	0	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	65	55	0	0	312	0	0	0	0	0	0	0	0	0	32	0	0	0	0	10	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SV_49	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	695	0	0	0	0	0	20	0	0	0	0	0	84	0	0	0	9	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	15	0	0	0	0	124	0	0	0	0	0	0	0	11
SV_50	30	0	137	0	0	0	0	0	4	0	0	0	86	0	0	0	69	0	27	0	0	0	0	78	0	0	0	0	0	0	22	0	41	0	0	0	0	0	0	0	0	35	0	43	0	0	0	0	7	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	30	0	0	36	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	44	95	28	0	0	84	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0
SV_51	0	21	0	0	0	0	0	0	51	17	0	54	0	0	0	0	24	47	0	33	0	28	0	21	0	0	98	0	66	68	25	0	0	0	0	0	0	0	0	0	0	30	0	0	34	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	65	0	0	0	85	0	0	11	0	74	0	61	39	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	21	0	59	0	0	0	0	0	0	0	0	28	44	0	0	0
SV_52	67	49	0	0	0	0	0	0	84	0	0	0	48	0	0	0	44	0	0	0	0	38	0	0	0	40	83	0	0	61	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	105	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	135	0	0	0	74	0	0	0	0	79	0	53	24	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SV_53	88	0	0	0	0	0	0	0	137	58	0	15	0	0	0	0	33	27	0	0	0	28	0	24	0	63	44	0	0	186	38	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	23	0	0	0	110	0	0	0	0	36	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	21	0	0	0	0	0	0	0	0	0	0	10	8	67	0	0	0	0
SV_54	0	0	0	0	0	0	0	28	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	92	0	0	0	69	0	0	530	0	0	44	0	0	0	0	36	0	13	0	0	61	0	0	0	0	0	0	92	0	22	0	0	0	0	0	0	0	34	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0
SV_55	53	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	203	0	0	187	0	0	0	0	0	0	165	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0
SV_56	11	0	28	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	21	36	0	0	0	0	0	0	9	34	0	0	0	7	61	18	0	12	0	5	0	0	0	0	0	11	0	0	0	0	93	0	0	14	53	16	0	0	0	0	27	15	0	2	0	0	42	13	0	34	0	0	0	0	0	0	0	140	0	0	0	48	14	10	0	0	0	0	0	0	0	0	0	43	137	18	0	28	16	0	31	0	0	8	0	0	55	0	0	0	0	0	0	0	0	0	0	0	11	0	16	0
SV_57	0	101	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	19	0	0	0	0	0	0	0	0	0	0	0	41	0	0	59	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	216	0	0	0	71	0	0	0	0	0	0	86	0	137	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0
SV_58	0	0	0	0	85	0	0	0	0	0	0	354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	47	0	0	0
SV_59	0	0	0	0	25	0	0	0	0	0	77	23	0	0	0	0	0	17	0	0	0	65	0	13	0	0	14	0	0	22	37	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	43	145	0	0	0	0	0	19	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	10	0	0	0	0	0	168	0	0
SV_60	0	0	75	7	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	14	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	101	127	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	235	0	0	18	0	0	20	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SV_61	55	0	0	0	0	0	0	0	63	41	0	0	96	25	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	41	0	0	186	69	47	0	0	0	0	0	0	0	0	0	0	39	0	0	43	27	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	38	0	0	0	0	0	0	0	0	54	0	0	0	0
SV_62	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	703	0	0	0	0	182
SV_63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	147	0	197	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0
SV_64	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	74	0	0	0	0	0	0	28	0	0	35	0	0	0	0	0	0	246	86	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	23	0	0	0	0	0	0	0	0	36	0	0	0	0	0	80	0	0	0	0	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0
SV_65	0	0	43	31	0	0	0	0	0	0	0	0	0	0	0	43	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	52	0	0	0	0	87	0	0	0	31	0	0	10	0	0	220	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	39	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	18	59	0	0
SV_66	0	0	0	9	0	0	87	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	64	26	0	0	0	0	0	0	0	48	0	0	0	0	0	0	261	0	0	0	0	0	0	80	0	0	0	0	0	0	28	0	0	0	0	0	97	0	0	11	0	0	0	0	39	0	0	0	0	0	6	0	0	7	0	0	0	0	20	0	30	0	0	0	0	0	0	0	0	0	4	0	0	0	0	39	0	11	0	0	0	0	0	0	34
SV_67	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	58	0	0	0	194	0	0	77	0	0	0	284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0
SV_68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	13	0	0	0	0	0	87	0	0	0	0	0	0	33	0	409	164	0	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SV_69	0	32	0	0	0	0	0	0	0	0	0	0	0	60	0	37	18	54	0	0	0	0	0	0	0	0	0	0	0	0	0	23	39	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	272	0	0	0	0	0	0	32	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0
SV_70	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	32	0	0	0	0	0	0	22	0	0	0	0	0	0	39	0	0	0	0	0	0	0	65	0	0	0	0	0	105	0	0	0	0	0	0	31	0	0	90	0	0	0	0	0	0	0	0	95	16	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	84	0	0	0	0
SV_71	33	0	0	0	0	0	0	0	0	0	153	31	18	23	0	0	0	0	12	0	0	0	0	0	0	42	25	0	0	0	36	13	11	0	0	0	0	0	0	0	26	0	0	21	0	0	0	6	14	0	0	0	0	0	24	0	60	25	0	74	0	0	29	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	27	16	0	0	0	0	8	0	0	20	0	0	0	0	72	0	0	0	0	0	0	0	0	0	8	0	0	0	0	60	0	0	0	0	18	18	0
SV_72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	26	0
SV_73	10	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	76	53	180	0	0	0	0	0	23	0	0	0	0	72	0	0	0	0	0	0	0	0	92	0	0	0	0	68	0	0	0	0	0	0	44	0	22	0	0	0	56	0	0	0	0	0	41	0	0	0	0	0	0	0
SV_74	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	17	31	0	0	0	0	15	37	0	79	0	34	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	367
SV_75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	95	0	98	0	0	0	0	0	40	0	0	175	0	0	40	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0
SV_76	0	0	0	0	0	0	0	0	0	0	19	184	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	58	0	0	0	0	43	0	0	0	178	0	0	0	0	0	35	0	0	0	0	69	0	0
SV_77	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	331	0	0	0	0	0	0	198	0	0	0	42	0	0	75	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SV_78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SV_79	0	0	17	3	0	0	0	0	25	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	8	0	0	37	0	29	0	0	0	0	0	0	0	10	0	0	0	0	21	0	0	0	0	213	0	0	0	75	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	80	8	0	0	0	0	0	0
SV_80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	398	0	0	0	438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SV_81	0	0	0	0	0	0	0	0	0	0	0	26	19	0	0	0	0	0	0	0	0	59	0	0	0	51	0	72	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	12	0	0	0	0	0	0	0	19	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300
SV_82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	271	0	0	12	15	0	0	0	0	0	0	90	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	35
SV_83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SV_84	0	0	0	0	0	0	0	22	0	0	0	32	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	67	0	0	0	0	0	0	17	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	89
SV_85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	41	0	0	0	0	0	0	0	197	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	28	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	60	0	0	0	106	0	0	0
SV_86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	343	0	0	0	0	0	0	0	0	0	0
SV_87	0	0	0	0	0	0	63	0	0	84	0	0	141	72	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SV_88	0	0	0	0	27	10	8	0	0	0	0	0	0	0	0	0	13	4	0	0	0	0	0	20	0	0	11	4	267	0	17	0	0	19	0	0	0	0	0	0	0	3	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	3	0	9	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	16	0	49	0	0	39	17	9	0	0	0	19	0	14	0	0	0	0	52	0	0	0	0	29	0	0	0	0	33	0	0	5	0	0	8	20	0	0	0	7	0	56
SV_89	0	0	0	0	0	0	0	0	0	0	792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SV_90	0	0	0	0	0	0	0	0	0	0	45	63	0	0	0	0	0	12	0	0	0	35	0	0	0	0	62	0	0	6	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	23	0	4	68	0	50	0	0	0	0	0	0	49	0	0	0	0	50	0	146
SV_91	38	52	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	23	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	70	0	31	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	277	0
SV_92	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0
SV_93	0	0	35	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	65	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	30	0	69	0	0	0	0	0	0	0	0	55	0	144	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0
SV_94	0	0	0	0	0	60	35	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	39	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	54	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	53	0	0	0	0	0	0	0	49	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
