"constant","median_log_const","median_log_std","mean_log_const","mean_log_std","n_both","n_const_only","n_std_only","robustness","replicate"
-0.1,0.337458607045255,0.114123260482697,1.1439102392664,1.03069988480722,163,89,36,0.646825396825397,6
0,0.25183738392832,0.1115241583637,1.07724678033779,1.0356097520175,167,59,35,0.738938053097345,6
0.1,0.190677106624986,0.120430262740242,1.03716988329854,1.03805182987277,178,33,26,0.843601895734597,6
0.2,0.145997399034644,0.118594286480973,1.01303808169273,1.04009535079652,187,12,18,0.939698492462312,6
0.3,0.114930746741903,0.118264809765927,1.00561845369096,1.03454039656164,192,3,13,0.984615384615385,6
0.4,0.108454964894136,0.117315242641173,1.03198401863803,1.0388430578466,192,9,14,0.955223880597015,6
0.5,0.123425880837894,0.109938988086156,1.0735237515218,1.03305293116039,176,12,28,0.936170212765957,6
0.6,0.148627777681685,0.115654605617486,1.14250726973785,1.0430660062613,174,29,30,0.857142857142857,6
0.7,0.197763286483519,0.12270265577774,1.22097654448801,1.03479551524564,158,41,46,0.793969849246231,6
0.8,0.262599612567124,0.115389343607318,1.33238136515209,1.03570846988592,149,63,57,0.702830188679245,6
0.9,0.34673330489464,0.111731105127343,1.45723413235158,1.03458920275828,140,86,65,0.619469026548673,6
1,0.443966235586622,0.116542423897396,1.58706869330391,1.02392584607312,137,109,70,0.556910569105691,6
-1,1.76433719513138,0.114527748047152,2.53095609897879,1.03874032750371,110,657,94,0.143415906127771,7
-0.9,1.55917268114487,0.111225463167927,2.32142920997802,1.02627744052538,123,570,83,0.177489177489178,7
-0.8,1.36168452647608,0.117093694182732,2.10071426844628,1.04065580091637,125,474,79,0.208681135225376,7
-0.7,1.17551039343058,0.113566536197028,1.90084611380605,1.0333865326902,129,365,74,0.261133603238866,7
-0.6,0.997826814269864,0.11023700739707,1.73556957571604,1.03310120193232,137,286,67,0.32387706855792,7
-0.5,0.839402835212328,0.112798383771068,1.58605696121604,1.03355520138629,142,234,61,0.377659574468085,7
-0.4,0.682894223834682,0.112927187168636,1.44891327675701,1.03174250829414,148,196,58,0.430232558139535,7
-0.3,0.560526045566842,0.114412009175949,1.33562930904328,1.03876795248128,149,156,53,0.488524590163934,7
-0.2,0.435388345480595,0.113186608844159,1.23608234537165,1.03383121437111,158,114,50,0.580882352941177,7
-0.1,0.336117190824426,0.117549728412044,1.12855012223183,1.02296735768785,163,87,40,0.652,7
0,0.25437638790811,0.115552681419772,1.07149445625273,1.03171219063162,164,65,38,0.716157205240175,7
0.1,0.184938681211621,0.120221134955678,1.02762422220456,1.03992304547981,178,34,26,0.839622641509434,7
0.2,0.144640244561502,0.120521295089116,1.00608480708465,1.0332766562097,189,15,18,0.926470588235294,7
0.3,0.122668854304776,0.121555972421707,1.00952670210696,1.03025346847852,190,5,13,0.974358974358974,7
0.4,0.107177152018788,0.115042215836324,1.03724876598888,1.04128560798976,192,8,17,0.96,7
0.5,0.117205359962421,0.120531992302665,1.08317474935495,1.02886734985146,182,16,21,0.919191919191919,7
0.6,0.14959546801326,0.115545395800379,1.1411976187348,1.04478425067341,173,25,32,0.873737373737374,7
0.7,0.195009735360997,0.117786688136638,1.22338638572598,1.04318757992512,157,49,46,0.762135922330097,7
0.8,0.272363787791061,0.119585547710982,1.34800957594412,1.03475617420292,150,65,53,0.697674418604651,7
0.9,0.344990021333682,0.117537335527672,1.45260481233716,1.03600561126591,137,85,63,0.617117117117117,7
1,0.44170347999873,0.126060118438911,1.59241995336191,1.03536392197912,133,109,68,0.549586776859504,7
-1,1.78423990622165,0.116284665612139,2.52886795098432,1.03963884653674,112,664,92,0.144329896907216,8
-0.9,1.54919847208833,0.117202644423822,2.30738078242134,1.03880272690201,117,567,86,0.171052631578947,8
-0.8,1.36310469678533,0.116202985637501,2.10230811117144,1.03935953225449,124,473,83,0.207705192629816,8
-0.7,1.146411962618,0.1131298174573,1.90618751812298,1.03409283968969,129,356,74,0.265979381443299,8
-0.6,0.998571186526416,0.108967711935504,1.73584225409613,1.02058073986664,134,286,70,0.319047619047619,8
-0.5,0.832644890025576,0.122472952779745,1.57522884011698,1.03666936510151,143,229,59,0.384408602150538,8
-0.4,0.690680770766785,0.116845559313094,1.45076466239609,1.03438252018649,149,189,54,0.440828402366864,8
-0.3,0.547906886042792,0.11957955196746,1.32345260270547,1.03781798778068,151,149,53,0.503333333333333,8
-0.2,0.434403782242673,0.116146628050748,1.21985208820979,1.03846161265365,158,115,46,0.578754578754579,8
-0.1,0.337772854679632,0.108420435016228,1.13785481519929,1.02636912785797,164,83,44,0.663967611336032,8
0,0.258992694010687,0.114682480035376,1.0707491849834,1.03365272348986,172,61,34,0.738197424892704,8
0.1,0.179397821934612,0.118311017690588,1.02952122084715,1.03091837184651,178,39,26,0.820276497695853,8
0.2,0.139268738223001,0.117565351149409,1.00485382553706,1.03027289539131,189,11,12,0.945,8
